Uniprot-Accession,S9-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-name
O01393,CHOYP_LOC100533356.6.6|m.63561,0,0,0,0,0,0,0,0,2.00E-94,Innexin unc-9 (Uncoordinated protein 9),unc-9 R12H7.1,386,ion transmembrane transport [GO:0034220],GO:0005243; GO:0005886; GO:0005911; GO:0005921; GO:0016021; GO:0034220; GO:0055077,,,,PF00876;,cell-cell junction [GO:0005911]; gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; gap junction channel activity [GO:0005243]; gap junction hemi-channel activity [GO:0055077]; ion transmembrane transport [GO:0034220]
Q5TFE4,CHOYP_LOC100556034.2.2|m.15378,0.5,0,0,0,0,0,0,0,1.00E-99,5'-nucleotidase domain-containing protein 1 (EC 3.1.3.-),NT5DC1 NT5C2L1 LP2642,455,,GO:0008253; GO:0046872,,,,PF05761;,5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872]
P24540,CHOYP_LOC101065571.1.2|m.36430,0.5,0,0,0,0,0,0,0,1.00E-22,"Acylphosphatase-1 (EC 3.6.1.7) (Acylphosphatase, organ-common type isozyme) (Acylphosphate phosphohydrolase 1)",ACYP1 ACYPE,101,,GO:0003998,,,,PF00708;,acylphosphatase activity [GO:0003998]
Q9D0R4,CHOYP_LOC101168798.1.1|m.6128,0,0,0,0,0,0,0,0,0,Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 56),Ddx56 D11Ertd619e Noh61,546,positive regulation of neuron projection development [GO:0010976]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364],GO:0003723; GO:0004004; GO:0005524; GO:0005730; GO:0006364; GO:0010501; GO:0010976; GO:0016020,,,,PF00270;PF00271;,membrane [GO:0016020]; nucleolus [GO:0005730]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]; positive regulation of neuron projection development [GO:0010976]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]
P33450,CHOYP_NEMVEDRAFT_V1G122785.1.1|m.57840,0.5,0,0,0,0,0,0,0,3.00E-51,Cadherin-related tumor suppressor (Protein fat) [Cleaved into: Ft-mito],ft CG3352,5147,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell morphogenesis involved in differentiation [GO:0000904]; cell proliferation [GO:0008283]; equator specification [GO:0045317]; establishment of body hair planar orientation [GO:0048105]; establishment of epithelial cell apical/basal polarity [GO:0045198]; establishment of imaginal disc-derived wing hair orientation [GO:0001737]; establishment of ommatidial planar polarity [GO:0042067]; establishment of planar polarity [GO:0001736]; establishment of tissue polarity [GO:0007164]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; imaginal disc-derived wing morphogenesis [GO:0007476]; imaginal disc growth [GO:0007446]; imaginal disc pattern formation [GO:0007447]; microtubule cytoskeleton organization involved in establishment of planar polarity [GO:0090176]; negative regulation of cell proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; negative regulation of growth [GO:0045926]; negative regulation of imaginal disc growth [GO:0045571]; negative regulation of Wnt signaling pathway [GO:0030178]; ommatidial rotation [GO:0016318]; peptide cross-linking [GO:0018149]; pupal development [GO:0035209]; regulation of growth [GO:0040008]; regulation of imaginal disc growth [GO:0045570]; regulation of organ growth [GO:0046620]; regulation of protein localization [GO:0032880]; regulation of tube length, open tracheal system [GO:0035159]; single organismal cell-cell adhesion [GO:0016337]; tissue development [GO:0009888]; wing disc development [GO:0035220]",GO:0000904; GO:0001736; GO:0001737; GO:0004872; GO:0005509; GO:0005739; GO:0005887; GO:0007156; GO:0007157; GO:0007164; GO:0007446; GO:0007447; GO:0007476; GO:0008283; GO:0008285; GO:0009888; GO:0010629; GO:0016021; GO:0016318; GO:0016324; GO:0016336; GO:0016337; GO:0016339; GO:0018149; GO:0030178; GO:0032880; GO:0035159; GO:0035209; GO:0035220; GO:0035329; GO:0040008; GO:0042067; GO:0044331; GO:0045198; GO:0045296; GO:0045317; GO:0045570; GO:0045571; GO:0045926; GO:0046620; GO:0048105; GO:0050839; GO:0090176,,,,PF00028;PF00008;PF00054;PF02210;,"apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; mitochondrion [GO:0005739]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; receptor activity [GO:0004872]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell morphogenesis involved in differentiation [GO:0000904]; cell proliferation [GO:0008283]; cell-cell adhesion mediated by cadherin [GO:0044331]; equator specification [GO:0045317]; establishment of body hair planar orientation [GO:0048105]; establishment of epithelial cell apical/basal polarity [GO:0045198]; establishment of imaginal disc-derived wing hair orientation [GO:0001737]; establishment of ommatidial planar polarity [GO:0042067]; establishment of planar polarity [GO:0001736]; establishment of tissue polarity [GO:0007164]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; imaginal disc growth [GO:0007446]; imaginal disc pattern formation [GO:0007447]; imaginal disc-derived wing morphogenesis [GO:0007476]; microtubule cytoskeleton organization involved in establishment of planar polarity [GO:0090176]; negative regulation of cell proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; negative regulation of growth [GO:0045926]; negative regulation of imaginal disc growth [GO:0045571]; negative regulation of Wnt signaling pathway [GO:0030178]; ommatidial rotation [GO:0016318]; peptide cross-linking [GO:0018149]; pupal development [GO:0035209]; regulation of growth [GO:0040008]; regulation of imaginal disc growth [GO:0045570]; regulation of organ growth [GO:0046620]; regulation of protein localization [GO:0032880]; regulation of tube length, open tracheal system [GO:0035159]; single organismal cell-cell adhesion [GO:0016337]; tissue development [GO:0009888]; wing disc development [GO:0035220]"
P20163,CHOYP_NEMVEDRAFT_V1G212312.5.5|m.58424,0,0,0,0,0,0,0,0,0.000000005,Heat shock 70 kDa protein D,hsp-4 hsp70d F43E2.8,657,embryo development ending in birth or egg hatching [GO:0009792]; endoplasmic reticulum unfolded protein response [GO:0030968],GO:0001085; GO:0005524; GO:0005788; GO:0005791; GO:0009792; GO:0030968; GO:0034663,,,,PF00012;,endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum lumen [GO:0005788]; rough endoplasmic reticulum [GO:0005791]; ATP binding [GO:0005524]; RNA polymerase II transcription factor binding [GO:0001085]; embryo development ending in birth or egg hatching [GO:0009792]; endoplasmic reticulum unfolded protein response [GO:0030968]
A2ASS6,CHOYP_PHUM_PHUM226120.6.7|m.48915,0,0,0,0,0,0,0,0,0,Titin (EC 2.7.11.1) (Connectin),Ttn,35213,actin filament organization [GO:0007015]; adult heart development [GO:0007512]; cardiac muscle contraction [GO:0060048]; cardiac muscle fiber development [GO:0048739]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; forward locomotion [GO:0043056]; heart development [GO:0007507]; heart growth [GO:0060419]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; regulation of catalytic activity [GO:0050790]; regulation of protein kinase activity [GO:0045859]; regulation of relaxation of cardiac muscle [GO:1901897]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; somitogenesis [GO:0001756]; striated muscle cell development [GO:0055002]; striated muscle contraction [GO:0006941]; striated muscle myosin thick filament assembly [GO:0071688]; ventricular system development [GO:0021591],GO:0000794; GO:0001701; GO:0001756; GO:0002020; GO:0003007; GO:0003300; GO:0004674; GO:0004713; GO:0005200; GO:0005509; GO:0005516; GO:0005524; GO:0005859; GO:0005865; GO:0006936; GO:0006941; GO:0007015; GO:0007507; GO:0007512; GO:0008307; GO:0019899; GO:0019901; GO:0021591; GO:0030017; GO:0030018; GO:0030240; GO:0030241; GO:0030506; GO:0031430; GO:0031433; GO:0031672; GO:0031674; GO:0035995; GO:0042802; GO:0042805; GO:0043056; GO:0043621; GO:0045214; GO:0045859; GO:0048739; GO:0048769; GO:0050790; GO:0051015; GO:0051371; GO:0051592; GO:0055002; GO:0055003; GO:0055008; GO:0060048; GO:0060419; GO:0070062; GO:0071688; GO:0097493; GO:1901897,,,cd00063;,PF00041;PF07679;PF00069;PF02818;PF09042;,A band [GO:0031672]; condensed nuclear chromosome [GO:0000794]; extracellular exosome [GO:0070062]; I band [GO:0031674]; M band [GO:0031430]; muscle myosin complex [GO:0005859]; sarcomere [GO:0030017]; striated muscle thin filament [GO:0005865]; Z disc [GO:0030018]; actin filament binding [GO:0051015]; actinin binding [GO:0042805]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; muscle alpha-actinin binding [GO:0051371]; protease binding [GO:0002020]; protein kinase binding [GO:0019901]; protein self-association [GO:0043621]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of muscle [GO:0008307]; structural molecule activity conferring elasticity [GO:0097493]; telethonin binding [GO:0031433]; actin filament organization [GO:0007015]; adult heart development [GO:0007512]; cardiac muscle contraction [GO:0060048]; cardiac muscle fiber development [GO:0048739]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; forward locomotion [GO:0043056]; heart development [GO:0007507]; heart growth [GO:0060419]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; regulation of catalytic activity [GO:0050790]; regulation of protein kinase activity [GO:0045859]; regulation of relaxation of cardiac muscle [GO:1901897]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; somitogenesis [GO:0001756]; striated muscle cell development [GO:0055002]; striated muscle contraction [GO:0006941]; striated muscle myosin thick filament assembly [GO:0071688]; ventricular system development [GO:0021591]
P34056,CHOYP_TCFAP2B.2.2|m.11727,0.5,0,0,0,0,0,0,0,2.00E-123,Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2),Tfap2a Ap2tf Tcfap2a,437,"anterior neuropore closure [GO:0021506]; basement membrane organization [GO:0071711]; bone morphogenesis [GO:0060349]; cellular response to iron ion [GO:0071281]; cornea development in camera-type eye [GO:0061303]; embryonic body morphogenesis [GO:0010172]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic forelimb morphogenesis [GO:0035115]; embryonic pattern specification [GO:0009880]; epidermis morphogenesis [GO:0048730]; eyelid development in camera-type eye [GO:0061029]; face morphogenesis [GO:0060325]; forebrain neuron development [GO:0021884]; forelimb morphogenesis [GO:0035136]; inner ear morphogenesis [GO:0042472]; keratinocyte development [GO:0003334]; kidney development [GO:0001822]; lens induction in camera-type eye [GO:0060235]; lens morphogenesis in camera-type eye [GO:0002089]; metanephric nephron development [GO:0072210]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell proliferation [GO:0008285]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; nervous system development [GO:0007399]; neural crest cell development [GO:0014032]; neural tube closure [GO:0001843]; oculomotor nerve formation [GO:0021623]; optic cup structural organization [GO:0003409]; optic vesicle morphogenesis [GO:0003404]; outflow tract morphogenesis [GO:0003151]; palate development [GO:0060021]; positive regulation of bone mineralization [GO:0030501]; positive regulation of cell migration [GO:0030335]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of tooth mineralization [GO:0070172]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of cell differentiation [GO:0045595]; regulation of neuron differentiation [GO:0045664]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; sensory organ development [GO:0007423]; sensory perception of sound [GO:0007605]; skeletal system morphogenesis [GO:0048705]; skin development [GO:0043588]; sympathetic nervous system development [GO:0048485]; trigeminal nerve development [GO:0021559]",GO:0000122; GO:0000976; GO:0000977; GO:0000978; GO:0000979; GO:0000980; GO:0000981; GO:0000982; GO:0000987; GO:0001077; GO:0001078; GO:0001105; GO:0001106; GO:0001228; GO:0001822; GO:0001843; GO:0002089; GO:0003151; GO:0003334; GO:0003404; GO:0003409; GO:0003682; GO:0003700; GO:0003713; GO:0005634; GO:0005654; GO:0005667; GO:0005794; GO:0005813; GO:0005829; GO:0006355; GO:0006357; GO:0007399; GO:0007423; GO:0007605; GO:0008285; GO:0009880; GO:0010172; GO:0010628; GO:0010944; GO:0014032; GO:0021506; GO:0021559; GO:0021623; GO:0021884; GO:0030335; GO:0030501; GO:0035115; GO:0035136; GO:0042059; GO:0042472; GO:0043066; GO:0043231; GO:0043524; GO:0043525; GO:0043565; GO:0043588; GO:0044212; GO:0045595; GO:0045664; GO:0045892; GO:0045893; GO:0045944; GO:0046983; GO:0048485; GO:0048596; GO:0048701; GO:0048705; GO:0048730; GO:0060021; GO:0060235; GO:0060325; GO:0060349; GO:0061029; GO:0061303; GO:0070172; GO:0071281; GO:0071711; GO:0072210; GO:2000378,,,,PF03299;,"centrosome [GO:0005813]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]; chromatin binding [GO:0003682]; core promoter proximal region sequence-specific DNA binding [GO:0000987]; protein dimerization activity [GO:0046983]; RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription coactivator activity [GO:0001105]; RNA polymerase II transcription corepressor activity [GO:0001106]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0000982]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001077]; transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding [GO:0001228]; transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001078]; anterior neuropore closure [GO:0021506]; basement membrane organization [GO:0071711]; bone morphogenesis [GO:0060349]; cellular response to iron ion [GO:0071281]; cornea development in camera-type eye [GO:0061303]; embryonic body morphogenesis [GO:0010172]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic forelimb morphogenesis [GO:0035115]; embryonic pattern specification [GO:0009880]; epidermis morphogenesis [GO:0048730]; eyelid development in camera-type eye [GO:0061029]; face morphogenesis [GO:0060325]; forebrain neuron development [GO:0021884]; forelimb morphogenesis [GO:0035136]; inner ear morphogenesis [GO:0042472]; keratinocyte development [GO:0003334]; kidney development [GO:0001822]; lens induction in camera-type eye [GO:0060235]; lens morphogenesis in camera-type eye [GO:0002089]; metanephric nephron development [GO:0072210]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell proliferation [GO:0008285]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; nervous system development [GO:0007399]; neural crest cell development [GO:0014032]; neural tube closure [GO:0001843]; oculomotor nerve formation [GO:0021623]; optic cup structural organization [GO:0003409]; optic vesicle morphogenesis [GO:0003404]; outflow tract morphogenesis [GO:0003151]; palate development [GO:0060021]; positive regulation of bone mineralization [GO:0030501]; positive regulation of cell migration [GO:0030335]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of tooth mineralization [GO:0070172]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of cell differentiation [GO:0045595]; regulation of neuron differentiation [GO:0045664]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; regulation of transcription, DNA-templated [GO:0006355]; sensory organ development [GO:0007423]; sensory perception of sound [GO:0007605]; skeletal system morphogenesis [GO:0048705]; skin development [GO:0043588]; sympathetic nervous system development [GO:0048485]; trigeminal nerve development [GO:0021559]"
Q6INX1,CHOYP_TMM98.1.1|m.51750,0,0,0,0,0,0,0,0,7.00E-68,Transmembrane protein 98,tmem98,226,,GO:0016021,,,,,integral component of membrane [GO:0016021]
P29590,CHOYP_TRIM56.2.2|m.59948,1,0,0,0,0,0,0,0,0.000008,Protein PML (Promyelocytic leukemia protein) (RING finger protein 71) (Tripartite motif-containing protein 19),PML MYL PP8675 RNF71 TRIM19,882,"activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cell cycle arrest [GO:0007050]; cell fate commitment [GO:0045165]; cellular response to interleukin-4 [GO:0071353]; cellular senescence [GO:0090398]; circadian regulation of gene expression [GO:0032922]; common-partner SMAD protein phosphorylation [GO:0007182]; defense response to virus [GO:0051607]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; entrainment of circadian clock by photoperiod [GO:0043153]; extrinsic apoptotic signaling pathway [GO:0097191]; fibroblast migration [GO:0010761]; innate immune response [GO:0045087]; interferon-gamma-mediated signaling pathway [GO:0060333]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; maintenance of protein location in nucleus [GO:0051457]; myeloid cell differentiation [GO:0030099]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of cell proliferation [GO:0008285]; negative regulation of interleukin-1 beta secretion [GO:0050713]; negative regulation of mitotic cell cycle [GO:0045930]; negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000059]; negative regulation of telomerase activity [GO:0051974]; negative regulation of telomere maintenance via telomerase [GO:0032211]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of translation in response to oxidative stress [GO:0032938]; negative regulation of viral release from host cell [GO:1902187]; PML body organization [GO:0030578]; positive regulation of apoptotic process involved in mammary gland involution [GO:0060058]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of histone deacetylation [GO:0031065]; positive regulation of MHC class I biosynthetic process [GO:0045345]; positive regulation of protein localization to chromosome, telomeric region [GO:1904816]; positive regulation of telomere maintenance [GO:0032206]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein complex assembly [GO:0006461]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; regulation of calcium ion transport into cytosol [GO:0010522]; regulation of cell adhesion [GO:0030155]; regulation of circadian rhythm [GO:0042752]; regulation of double-strand break repair [GO:2000779]; regulation of protein phosphorylation [GO:0001932]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of transcription, DNA-templated [GO:0006355]; response to cytokine [GO:0034097]; response to gamma radiation [GO:0010332]; response to hypoxia [GO:0001666]; response to UV [GO:0009411]; retinoic acid receptor signaling pathway [GO:0048384]; SMAD protein import into nucleus [GO:0007184]; transcription, DNA-templated [GO:0006351]; transforming growth factor beta receptor signaling pathway [GO:0007179]; viral process [GO:0016032]",GO:0000784; GO:0001666; GO:0001932; GO:0002230; GO:0003677; GO:0003713; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006351; GO:0006355; GO:0006461; GO:0006605; GO:0006915; GO:0006919; GO:0006977; GO:0007050; GO:0007179; GO:0007182; GO:0007184; GO:0008270; GO:0008285; GO:0008630; GO:0008631; GO:0009411; GO:0010332; GO:0010522; GO:0010761; GO:0016032; GO:0016363; GO:0016525; GO:0016605; GO:0030099; GO:0030155; GO:0030308; GO:0030578; GO:0031065; GO:0031625; GO:0031901; GO:0031965; GO:0032183; GO:0032206; GO:0032211; GO:0032469; GO:0032922; GO:0032938; GO:0034097; GO:0042406; GO:0042752; GO:0042771; GO:0042803; GO:0043153; GO:0043161; GO:0045087; GO:0045165; GO:0045345; GO:0045892; GO:0045930; GO:0045944; GO:0046982; GO:0048146; GO:0048384; GO:0050713; GO:0050821; GO:0050897; GO:0051457; GO:0051607; GO:0051974; GO:0060058; GO:0060333; GO:0060444; GO:0070059; GO:0071353; GO:0090398; GO:0097191; GO:1901796; GO:1902187; GO:1904816; GO:2000059; GO:2000779; GO:2001238,,,,PF12126;PF00643;,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; extrinsic component of endoplasmic reticulum membrane [GO:0042406]; nuclear chromosome, telomeric region [GO:0000784]; nuclear matrix [GO:0016363]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; cobalt ion binding [GO:0050897]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; SUMO binding [GO:0032183]; transcription coactivator activity [GO:0003713]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cell cycle arrest [GO:0007050]; cell fate commitment [GO:0045165]; cellular response to interleukin-4 [GO:0071353]; cellular senescence [GO:0090398]; circadian regulation of gene expression [GO:0032922]; common-partner SMAD protein phosphorylation [GO:0007182]; defense response to virus [GO:0051607]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; entrainment of circadian clock by photoperiod [GO:0043153]; extrinsic apoptotic signaling pathway [GO:0097191]; fibroblast migration [GO:0010761]; innate immune response [GO:0045087]; interferon-gamma-mediated signaling pathway [GO:0060333]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; maintenance of protein location in nucleus [GO:0051457]; myeloid cell differentiation [GO:0030099]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of cell proliferation [GO:0008285]; negative regulation of interleukin-1 beta secretion [GO:0050713]; negative regulation of mitotic cell cycle [GO:0045930]; negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000059]; negative regulation of telomerase activity [GO:0051974]; negative regulation of telomere maintenance via telomerase [GO:0032211]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of translation in response to oxidative stress [GO:0032938]; negative regulation of viral release from host cell [GO:1902187]; PML body organization [GO:0030578]; positive regulation of apoptotic process involved in mammary gland involution [GO:0060058]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of histone deacetylation [GO:0031065]; positive regulation of MHC class I biosynthetic process [GO:0045345]; positive regulation of protein localization to chromosome, telomeric region [GO:1904816]; positive regulation of telomere maintenance [GO:0032206]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein complex assembly [GO:0006461]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; regulation of calcium ion transport into cytosol [GO:0010522]; regulation of cell adhesion [GO:0030155]; regulation of circadian rhythm [GO:0042752]; regulation of double-strand break repair [GO:2000779]; regulation of protein phosphorylation [GO:0001932]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of transcription, DNA-templated [GO:0006355]; response to cytokine [GO:0034097]; response to gamma radiation [GO:0010332]; response to hypoxia [GO:0001666]; response to UV [GO:0009411]; retinoic acid receptor signaling pathway [GO:0048384]; SMAD protein import into nucleus [GO:0007184]; transcription, DNA-templated [GO:0006351]; transforming growth factor beta receptor signaling pathway [GO:0007179]; viral process [GO:0016032]"
P14248,CHOYP_BH13620.1.1|m.41020,1,0,0,0,0,0,0,0,6.00E-30,DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit),RPII,2452,transcription from RNA polymerase II promoter [GO:0006366],GO:0003677; GO:0003899; GO:0005665; GO:0006366; GO:0046872,,,,PF04997;PF00623;PF04983;PF05000;PF04998;PF04992;PF04990;PF05001;,"DNA-directed RNA polymerase II, core complex [GO:0005665]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]; transcription from RNA polymerase II promoter [GO:0006366]"
A6NCI4,CHOYP_BRAFLDRAFT_117157.1.3|m.7944,1,0,0,0,0,0,0,0,4.00E-43,von Willebrand factor A domain-containing protein 3A,VWA3A,1184,,GO:0005576,,,,PF13768;,extracellular region [GO:0005576]
