Uniprot-Accession,S2-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-name
Q28727,CHOYP_LOC100119310.1.1|m.22031,0,0,0,0,0,0,0,0,2.00E-44,"Ileal sodium/bile acid cotransporter (Apical sodium-dependent bile acid transporter) (ASBT) (Ileal Na(+)/bile acid cotransporter) (Ileal sodium-dependent bile acid transporter) (IBAT) (ISBT) (Na(+)-dependent ileal bile acid transporter) (Sodium/taurocholate cotransporting polypeptide, ileal) (Solute carrier family 10 member 2)",SLC10A2 NTCP2,347,,GO:0005902; GO:0008508; GO:0016021; GO:0016324,,,,PF01758;,apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]; microvillus [GO:0005902]; bile acid:sodium symporter activity [GO:0008508]
A0JPP8,CHOYP_LOC100373421.1.1|m.38932,1,0,0,0,0,0,0,0,2.00E-109,Coiled-coil domain-containing protein 61,Ccdc61,512,,GO:0005813,,,,,centrosome [GO:0005813]
P29590,CHOYP_LOC100377759.15.15|m.64824,0,0,0,0,0,0,0,0,0.000000005,Protein PML (Promyelocytic leukemia protein) (RING finger protein 71) (Tripartite motif-containing protein 19),PML MYL PP8675 RNF71 TRIM19,882,"activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cell cycle arrest [GO:0007050]; cell fate commitment [GO:0045165]; cellular response to interleukin-4 [GO:0071353]; cellular senescence [GO:0090398]; circadian regulation of gene expression [GO:0032922]; common-partner SMAD protein phosphorylation [GO:0007182]; defense response to virus [GO:0051607]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; entrainment of circadian clock by photoperiod [GO:0043153]; extrinsic apoptotic signaling pathway [GO:0097191]; fibroblast migration [GO:0010761]; innate immune response [GO:0045087]; interferon-gamma-mediated signaling pathway [GO:0060333]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; maintenance of protein location in nucleus [GO:0051457]; myeloid cell differentiation [GO:0030099]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of cell proliferation [GO:0008285]; negative regulation of interleukin-1 beta secretion [GO:0050713]; negative regulation of mitotic cell cycle [GO:0045930]; negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000059]; negative regulation of telomerase activity [GO:0051974]; negative regulation of telomere maintenance via telomerase [GO:0032211]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of translation in response to oxidative stress [GO:0032938]; negative regulation of viral release from host cell [GO:1902187]; PML body organization [GO:0030578]; positive regulation of apoptotic process involved in mammary gland involution [GO:0060058]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of histone deacetylation [GO:0031065]; positive regulation of MHC class I biosynthetic process [GO:0045345]; positive regulation of protein localization to chromosome, telomeric region [GO:1904816]; positive regulation of telomere maintenance [GO:0032206]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein complex assembly [GO:0006461]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; regulation of calcium ion transport into cytosol [GO:0010522]; regulation of cell adhesion [GO:0030155]; regulation of circadian rhythm [GO:0042752]; regulation of double-strand break repair [GO:2000779]; regulation of protein phosphorylation [GO:0001932]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of transcription, DNA-templated [GO:0006355]; response to cytokine [GO:0034097]; response to gamma radiation [GO:0010332]; response to hypoxia [GO:0001666]; response to UV [GO:0009411]; retinoic acid receptor signaling pathway [GO:0048384]; SMAD protein import into nucleus [GO:0007184]; transcription, DNA-templated [GO:0006351]; transforming growth factor beta receptor signaling pathway [GO:0007179]; viral process [GO:0016032]",GO:0000784; GO:0001666; GO:0001932; GO:0002230; GO:0003677; GO:0003713; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006351; GO:0006355; GO:0006461; GO:0006605; GO:0006915; GO:0006919; GO:0006977; GO:0007050; GO:0007179; GO:0007182; GO:0007184; GO:0008270; GO:0008285; GO:0008630; GO:0008631; GO:0009411; GO:0010332; GO:0010522; GO:0010761; GO:0016032; GO:0016363; GO:0016525; GO:0016605; GO:0030099; GO:0030155; GO:0030308; GO:0030578; GO:0031065; GO:0031625; GO:0031901; GO:0031965; GO:0032183; GO:0032206; GO:0032211; GO:0032469; GO:0032922; GO:0032938; GO:0034097; GO:0042406; GO:0042752; GO:0042771; GO:0042803; GO:0043153; GO:0043161; GO:0045087; GO:0045165; GO:0045345; GO:0045892; GO:0045930; GO:0045944; GO:0046982; GO:0048146; GO:0048384; GO:0050713; GO:0050821; GO:0050897; GO:0051457; GO:0051607; GO:0051974; GO:0060058; GO:0060333; GO:0060444; GO:0070059; GO:0071353; GO:0090398; GO:0097191; GO:1901796; GO:1902187; GO:1904816; GO:2000059; GO:2000779; GO:2001238,,,,PF12126;PF00643;,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; extrinsic component of endoplasmic reticulum membrane [GO:0042406]; nuclear chromosome, telomeric region [GO:0000784]; nuclear matrix [GO:0016363]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; cobalt ion binding [GO:0050897]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; SUMO binding [GO:0032183]; transcription coactivator activity [GO:0003713]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cell cycle arrest [GO:0007050]; cell fate commitment [GO:0045165]; cellular response to interleukin-4 [GO:0071353]; cellular senescence [GO:0090398]; circadian regulation of gene expression [GO:0032922]; common-partner SMAD protein phosphorylation [GO:0007182]; defense response to virus [GO:0051607]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; entrainment of circadian clock by photoperiod [GO:0043153]; extrinsic apoptotic signaling pathway [GO:0097191]; fibroblast migration [GO:0010761]; innate immune response [GO:0045087]; interferon-gamma-mediated signaling pathway [GO:0060333]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; maintenance of protein location in nucleus [GO:0051457]; myeloid cell differentiation [GO:0030099]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of cell proliferation [GO:0008285]; negative regulation of interleukin-1 beta secretion [GO:0050713]; negative regulation of mitotic cell cycle [GO:0045930]; negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000059]; negative regulation of telomerase activity [GO:0051974]; negative regulation of telomere maintenance via telomerase [GO:0032211]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of translation in response to oxidative stress [GO:0032938]; negative regulation of viral release from host cell [GO:1902187]; PML body organization [GO:0030578]; positive regulation of apoptotic process involved in mammary gland involution [GO:0060058]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of histone deacetylation [GO:0031065]; positive regulation of MHC class I biosynthetic process [GO:0045345]; positive regulation of protein localization to chromosome, telomeric region [GO:1904816]; positive regulation of telomere maintenance [GO:0032206]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein complex assembly [GO:0006461]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; regulation of calcium ion transport into cytosol [GO:0010522]; regulation of cell adhesion [GO:0030155]; regulation of circadian rhythm [GO:0042752]; regulation of double-strand break repair [GO:2000779]; regulation of protein phosphorylation [GO:0001932]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of transcription, DNA-templated [GO:0006355]; response to cytokine [GO:0034097]; response to gamma radiation [GO:0010332]; response to hypoxia [GO:0001666]; response to UV [GO:0009411]; retinoic acid receptor signaling pathway [GO:0048384]; SMAD protein import into nucleus [GO:0007184]; transcription, DNA-templated [GO:0006351]; transforming growth factor beta receptor signaling pathway [GO:0007179]; viral process [GO:0016032]"
Q96LI9,CHOYP_LOC100377974.1.1|m.6543,0.5,0,0,0,0,0,0,0,7.00E-75,Putative uncharacterized protein CXorf58,CXorf58,332,,,,,,,
Q99PL6,CHOYP_LOC100524481.1.1|m.14740,0,0,0,0,0,0,0,0,3.00E-102,UBX domain-containing protein 6 (UBX domain-containing protein 1),Ubxn6 Ubxd1 Ubxdc2,442,,GO:0005634; GO:0005737; GO:0005815; GO:0070062,,,,PF09409;PF00789;,cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]
O01393,CHOYP_LOC100533356.6.6|m.63561,0,0,0,0,0,0,0,0,2.00E-94,Innexin unc-9 (Uncoordinated protein 9),unc-9 R12H7.1,386,ion transmembrane transport [GO:0034220],GO:0005243; GO:0005886; GO:0005911; GO:0005921; GO:0016021; GO:0034220; GO:0055077,,,,PF00876;,cell-cell junction [GO:0005911]; gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; gap junction channel activity [GO:0005243]; gap junction hemi-channel activity [GO:0055077]; ion transmembrane transport [GO:0034220]
Q5TFE4,CHOYP_LOC100556034.2.2|m.15378,0.5,0,0,0,0,0,0,0,1.00E-99,5'-nucleotidase domain-containing protein 1 (EC 3.1.3.-),NT5DC1 NT5C2L1 LP2642,455,,GO:0008253; GO:0046872,,,,PF05761;,5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872]
Q6PEE2,CHOYP_LOC100726220.1.1|m.8701,0.5,0,0,0,0,0,0,0,3.00E-40,CBP80/20-dependent translation initiation factor,Ctif Gm672 Kiaa0427,600,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translational initiation [GO:0006446]",GO:0000184; GO:0003723; GO:0005829; GO:0006446; GO:0048471,,,,PF02854;,"cytosol [GO:0005829]; perinuclear region of cytoplasm [GO:0048471]; RNA binding [GO:0003723]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translational initiation [GO:0006446]"
Q14642,CHOYP_LOC100743250.1.1|m.12309,0.5,0,0,0,0,0,0,0,2.00E-133,"Type I inositol 1,4,5-trisphosphate 5-phosphatase (5PTase) (EC 3.1.3.56)",INPP5A,412,inositol phosphate dephosphorylation [GO:0046855]; inositol phosphate-mediated signaling [GO:0048016]; inositol phosphate metabolic process [GO:0043647]; phosphatidylinositol dephosphorylation [GO:0046856],GO:0004445; GO:0005622; GO:0005886; GO:0016020; GO:0042731; GO:0043647; GO:0046855; GO:0046856; GO:0048016; GO:0052658; GO:0052659; GO:0070062,,,,,"extracellular exosome [GO:0070062]; intracellular [GO:0005622]; membrane [GO:0016020]; plasma membrane [GO:0005886]; inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity [GO:0052659]; inositol-1,4,5-trisphosphate 5-phosphatase activity [GO:0052658]; inositol-polyphosphate 5-phosphatase activity [GO:0004445]; PH domain binding [GO:0042731]; inositol phosphate dephosphorylation [GO:0046855]; inositol phosphate metabolic process [GO:0043647]; inositol phosphate-mediated signaling [GO:0048016]; phosphatidylinositol dephosphorylation [GO:0046856]"
Q01538,CHOYP_LOC101167938.1.1|m.27316,0,0,0,0,0,0,0,0,1.00E-49,Myelin transcription factor 1 (MyT1) (Myelin transcription factor I) (MyTI) (PLPB1) (Proteolipid protein-binding protein),MYT1 KIAA0835 KIAA1050 MTF1 MYTI PLPB1,1121,"cell differentiation [GO:0030154]; nervous system development [GO:0007399]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]",GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0006351; GO:0006355; GO:0007399; GO:0008270; GO:0030154,,,,PF08474;PF01530;,"cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; zinc ion binding [GO:0008270]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"
Q9D0R4,CHOYP_LOC101168798.1.1|m.6128,0,0,0,0,0,0,0,0,0,Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 56),Ddx56 D11Ertd619e Noh61,546,positive regulation of neuron projection development [GO:0010976]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364],GO:0003723; GO:0004004; GO:0005524; GO:0005730; GO:0006364; GO:0010501; GO:0010976; GO:0016020,,,,PF00270;PF00271;,membrane [GO:0016020]; nucleolus [GO:0005730]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]; positive regulation of neuron projection development [GO:0010976]; RNA secondary structure unwinding [GO:0010501]; rRNA processing [GO:0006364]
Q0P5A2,CHOYP_LOC585972.1.1|m.25356,0.5,0,0,0,0,0,0,0,5.00E-120,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)",COQ5,330,ubiquinone biosynthetic process [GO:0006744],GO:0005743; GO:0006744; GO:0102005,PATHWAY: Cofactor biosynthesis; ubiquinone biosynthesis. {ECO:0000255|HAMAP-Rule:MF_03191}.,,,PF01209;,"mitochondrial inner membrane [GO:0005743]; 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0102005]; ubiquinone biosynthetic process [GO:0006744]"
A2ASS6,CHOYP_PHUM_PHUM226120.6.7|m.48915,0,0,0,0,0,0,0,0,0,Titin (EC 2.7.11.1) (Connectin),Ttn,35213,actin filament organization [GO:0007015]; adult heart development [GO:0007512]; cardiac muscle contraction [GO:0060048]; cardiac muscle fiber development [GO:0048739]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; forward locomotion [GO:0043056]; heart development [GO:0007507]; heart growth [GO:0060419]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; regulation of catalytic activity [GO:0050790]; regulation of protein kinase activity [GO:0045859]; regulation of relaxation of cardiac muscle [GO:1901897]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; somitogenesis [GO:0001756]; striated muscle cell development [GO:0055002]; striated muscle contraction [GO:0006941]; striated muscle myosin thick filament assembly [GO:0071688]; ventricular system development [GO:0021591],GO:0000794; GO:0001701; GO:0001756; GO:0002020; GO:0003007; GO:0003300; GO:0004674; GO:0004713; GO:0005200; GO:0005509; GO:0005516; GO:0005524; GO:0005859; GO:0005865; GO:0006936; GO:0006941; GO:0007015; GO:0007507; GO:0007512; GO:0008307; GO:0019899; GO:0019901; GO:0021591; GO:0030017; GO:0030018; GO:0030240; GO:0030241; GO:0030506; GO:0031430; GO:0031433; GO:0031672; GO:0031674; GO:0035995; GO:0042802; GO:0042805; GO:0043056; GO:0043621; GO:0045214; GO:0045859; GO:0048739; GO:0048769; GO:0050790; GO:0051015; GO:0051371; GO:0051592; GO:0055002; GO:0055003; GO:0055008; GO:0060048; GO:0060419; GO:0070062; GO:0071688; GO:0097493; GO:1901897,,,cd00063;,PF00041;PF07679;PF00069;PF02818;PF09042;,A band [GO:0031672]; condensed nuclear chromosome [GO:0000794]; extracellular exosome [GO:0070062]; I band [GO:0031674]; M band [GO:0031430]; muscle myosin complex [GO:0005859]; sarcomere [GO:0030017]; striated muscle thin filament [GO:0005865]; Z disc [GO:0030018]; actin filament binding [GO:0051015]; actinin binding [GO:0042805]; ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; muscle alpha-actinin binding [GO:0051371]; protease binding [GO:0002020]; protein kinase binding [GO:0019901]; protein self-association [GO:0043621]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of muscle [GO:0008307]; structural molecule activity conferring elasticity [GO:0097493]; telethonin binding [GO:0031433]; actin filament organization [GO:0007015]; adult heart development [GO:0007512]; cardiac muscle contraction [GO:0060048]; cardiac muscle fiber development [GO:0048739]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; forward locomotion [GO:0043056]; heart development [GO:0007507]; heart growth [GO:0060419]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; regulation of catalytic activity [GO:0050790]; regulation of protein kinase activity [GO:0045859]; regulation of relaxation of cardiac muscle [GO:1901897]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; somitogenesis [GO:0001756]; striated muscle cell development [GO:0055002]; striated muscle contraction [GO:0006941]; striated muscle myosin thick filament assembly [GO:0071688]; ventricular system development [GO:0021591]
Q6YI48,CHOYP_PTPRK.17.20|m.60780,0,0,0,0,0,0,0,0,3.00E-145,Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi) (cRPTPPSI),PTPRU RPTPPSI,1434,cell adhesion [GO:0007155]; cell differentiation [GO:0030154],GO:0004725; GO:0005886; GO:0007155; GO:0016021; GO:0030054; GO:0030154,,,cd00063;cd06263;,PF00041;PF00629;PF00102;,cell junction [GO:0030054]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein tyrosine phosphatase activity [GO:0004725]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]
Q6INX1,CHOYP_TMM98.1.1|m.51750,0,0,0,0,0,0,0,0,7.00E-68,Transmembrane protein 98,tmem98,226,,GO:0016021,,,,,integral component of membrane [GO:0016021]
P29590,CHOYP_TRIM56.2.2|m.59948,1,0,0,0,0,0,0,0,0.000008,Protein PML (Promyelocytic leukemia protein) (RING finger protein 71) (Tripartite motif-containing protein 19),PML MYL PP8675 RNF71 TRIM19,882,"activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cell cycle arrest [GO:0007050]; cell fate commitment [GO:0045165]; cellular response to interleukin-4 [GO:0071353]; cellular senescence [GO:0090398]; circadian regulation of gene expression [GO:0032922]; common-partner SMAD protein phosphorylation [GO:0007182]; defense response to virus [GO:0051607]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; entrainment of circadian clock by photoperiod [GO:0043153]; extrinsic apoptotic signaling pathway [GO:0097191]; fibroblast migration [GO:0010761]; innate immune response [GO:0045087]; interferon-gamma-mediated signaling pathway [GO:0060333]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; maintenance of protein location in nucleus [GO:0051457]; myeloid cell differentiation [GO:0030099]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of cell proliferation [GO:0008285]; negative regulation of interleukin-1 beta secretion [GO:0050713]; negative regulation of mitotic cell cycle [GO:0045930]; negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000059]; negative regulation of telomerase activity [GO:0051974]; negative regulation of telomere maintenance via telomerase [GO:0032211]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of translation in response to oxidative stress [GO:0032938]; negative regulation of viral release from host cell [GO:1902187]; PML body organization [GO:0030578]; positive regulation of apoptotic process involved in mammary gland involution [GO:0060058]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of histone deacetylation [GO:0031065]; positive regulation of MHC class I biosynthetic process [GO:0045345]; positive regulation of protein localization to chromosome, telomeric region [GO:1904816]; positive regulation of telomere maintenance [GO:0032206]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein complex assembly [GO:0006461]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; regulation of calcium ion transport into cytosol [GO:0010522]; regulation of cell adhesion [GO:0030155]; regulation of circadian rhythm [GO:0042752]; regulation of double-strand break repair [GO:2000779]; regulation of protein phosphorylation [GO:0001932]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of transcription, DNA-templated [GO:0006355]; response to cytokine [GO:0034097]; response to gamma radiation [GO:0010332]; response to hypoxia [GO:0001666]; response to UV [GO:0009411]; retinoic acid receptor signaling pathway [GO:0048384]; SMAD protein import into nucleus [GO:0007184]; transcription, DNA-templated [GO:0006351]; transforming growth factor beta receptor signaling pathway [GO:0007179]; viral process [GO:0016032]",GO:0000784; GO:0001666; GO:0001932; GO:0002230; GO:0003677; GO:0003713; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006351; GO:0006355; GO:0006461; GO:0006605; GO:0006915; GO:0006919; GO:0006977; GO:0007050; GO:0007179; GO:0007182; GO:0007184; GO:0008270; GO:0008285; GO:0008630; GO:0008631; GO:0009411; GO:0010332; GO:0010522; GO:0010761; GO:0016032; GO:0016363; GO:0016525; GO:0016605; GO:0030099; GO:0030155; GO:0030308; GO:0030578; GO:0031065; GO:0031625; GO:0031901; GO:0031965; GO:0032183; GO:0032206; GO:0032211; GO:0032469; GO:0032922; GO:0032938; GO:0034097; GO:0042406; GO:0042752; GO:0042771; GO:0042803; GO:0043153; GO:0043161; GO:0045087; GO:0045165; GO:0045345; GO:0045892; GO:0045930; GO:0045944; GO:0046982; GO:0048146; GO:0048384; GO:0050713; GO:0050821; GO:0050897; GO:0051457; GO:0051607; GO:0051974; GO:0060058; GO:0060333; GO:0060444; GO:0070059; GO:0071353; GO:0090398; GO:0097191; GO:1901796; GO:1902187; GO:1904816; GO:2000059; GO:2000779; GO:2001238,,,,PF12126;PF00643;,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; extrinsic component of endoplasmic reticulum membrane [GO:0042406]; nuclear chromosome, telomeric region [GO:0000784]; nuclear matrix [GO:0016363]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; cobalt ion binding [GO:0050897]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; SUMO binding [GO:0032183]; transcription coactivator activity [GO:0003713]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cell cycle arrest [GO:0007050]; cell fate commitment [GO:0045165]; cellular response to interleukin-4 [GO:0071353]; cellular senescence [GO:0090398]; circadian regulation of gene expression [GO:0032922]; common-partner SMAD protein phosphorylation [GO:0007182]; defense response to virus [GO:0051607]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; entrainment of circadian clock by photoperiod [GO:0043153]; extrinsic apoptotic signaling pathway [GO:0097191]; fibroblast migration [GO:0010761]; innate immune response [GO:0045087]; interferon-gamma-mediated signaling pathway [GO:0060333]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; maintenance of protein location in nucleus [GO:0051457]; myeloid cell differentiation [GO:0030099]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell growth [GO:0030308]; negative regulation of cell proliferation [GO:0008285]; negative regulation of interleukin-1 beta secretion [GO:0050713]; negative regulation of mitotic cell cycle [GO:0045930]; negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000059]; negative regulation of telomerase activity [GO:0051974]; negative regulation of telomere maintenance via telomerase [GO:0032211]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of translation in response to oxidative stress [GO:0032938]; negative regulation of viral release from host cell [GO:1902187]; PML body organization [GO:0030578]; positive regulation of apoptotic process involved in mammary gland involution [GO:0060058]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of histone deacetylation [GO:0031065]; positive regulation of MHC class I biosynthetic process [GO:0045345]; positive regulation of protein localization to chromosome, telomeric region [GO:1904816]; positive regulation of telomere maintenance [GO:0032206]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein complex assembly [GO:0006461]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; regulation of calcium ion transport into cytosol [GO:0010522]; regulation of cell adhesion [GO:0030155]; regulation of circadian rhythm [GO:0042752]; regulation of double-strand break repair [GO:2000779]; regulation of protein phosphorylation [GO:0001932]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of transcription, DNA-templated [GO:0006355]; response to cytokine [GO:0034097]; response to gamma radiation [GO:0010332]; response to hypoxia [GO:0001666]; response to UV [GO:0009411]; retinoic acid receptor signaling pathway [GO:0048384]; SMAD protein import into nucleus [GO:0007184]; transcription, DNA-templated [GO:0006351]; transforming growth factor beta receptor signaling pathway [GO:0007179]; viral process [GO:0016032]"
Q6DUZ9,CHOYP_TSSC1.1.1|m.66470,0,0,0,0,0,0,0,0,0,Protein TSSC1,TSSC1 GekBS030P,387,,,,,,PF00400;,
