Uniprot-Accession,S3-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-names
Q8WWF6,CHOYP_DNAJB6B.1.2|m.1265,0,0,0,0,0,0,0,0,5.00E-39,DnaJ homolog subfamily B member 3,DNAJB3 HCG3,145,,GO:0070062,,,cd06257;,PF00226;,extracellular exosome [GO:0070062]
O70400,CHOYP_ISCW_ISCW000210.2.4|m.14990,0,0,0,0,0,0,0,0,1.00E-10,PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36),Pdlim1 Clim1,327,"regulation of transcription, DNA-templated [GO:0006355]; response to hypoxia [GO:0001666]",GO:0001666; GO:0003713; GO:0005667; GO:0005737; GO:0005856; GO:0005913; GO:0005925; GO:0006355; GO:0008270; GO:0098641,,,,PF15936;PF00412;PF00595;,"cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; focal adhesion [GO:0005925]; transcription factor complex [GO:0005667]; cadherin binding involved in cell-cell adhesion [GO:0098641]; transcription coactivator activity [GO:0003713]; zinc ion binding [GO:0008270]; regulation of transcription, DNA-templated [GO:0006355]; response to hypoxia [GO:0001666]"
Q9R1C6,CHOYP_ISCW_ISCW016328.1.1|m.10256,0,0,0,0,0,0,0,0,2.00E-149,Diacylglycerol kinase epsilon (DAG kinase epsilon) (EC 2.7.1.107) (Diglyceride kinase epsilon) (DGK-epsilon),Dgke,564,intracellular signal transduction [GO:0035556]; lipid phosphorylation [GO:0046834]; protein kinase C-activating G-protein coupled receptor signaling pathway [GO:0007205],GO:0004143; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0007205; GO:0016020; GO:0016021; GO:0016301; GO:0035556; GO:0046834; GO:0046872,,,cd00029;,PF00130;PF00609;PF00781;,cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleus [GO:0005634]; ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; intracellular signal transduction [GO:0035556]; lipid phosphorylation [GO:0046834]; protein kinase C-activating G-protein coupled receptor signaling pathway [GO:0007205]
P27398,CHOYP_LOC100165317.1.1|m.8504,0,0,0,0,0,0,0,0,6.00E-76,Calpain-D (EC 3.4.22.-) (Calcium-activated neutral proteinase D) (CANP D) (Small optic lobes protein),sol CalpD CG1391,1594,nervous system development [GO:0007399]; proteolysis [GO:0006508]; temperature compensation of the circadian clock [GO:0010378]; visual perception [GO:0007601],GO:0004198; GO:0005622; GO:0005737; GO:0006508; GO:0007399; GO:0007601; GO:0008270; GO:0010378,,,cd00044;,PF00648;PF00641;,cytoplasm [GO:0005737]; intracellular [GO:0005622]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; zinc ion binding [GO:0008270]; nervous system development [GO:0007399]; proteolysis [GO:0006508]; temperature compensation of the circadian clock [GO:0010378]; visual perception [GO:0007601]
A4IF63,CHOYP_LOC100373444.72.79|m.60850,0,0,0,0,0,0,0,0,3.00E-13,Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2),TRIM2,744,regulation of neuron apoptotic process [GO:0043523],GO:0004842; GO:0005737; GO:0008270; GO:0043523,PATHWAY: Protein modification; protein ubiquitination.,,,PF00630;PF01436;PF00643;PF13445;,cytoplasm [GO:0005737]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; regulation of neuron apoptotic process [GO:0043523]
A4IF63,CHOYP_LOC100375551.2.2|m.63719,0.5,0,0,0,0,0,0,0,0.000000003,Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2),TRIM2,744,regulation of neuron apoptotic process [GO:0043523],GO:0004842; GO:0005737; GO:0008270; GO:0043523,PATHWAY: Protein modification; protein ubiquitination.,,,PF00630;PF01436;PF00643;PF13445;,cytoplasm [GO:0005737]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; regulation of neuron apoptotic process [GO:0043523]
Q5ND28,CHOYP_LOC100490321.2.2|m.54266,0.5,0,0,0,0,0,0,0,3.00E-33,Scavenger receptor class F member 1 (Acetyl LDL receptor) (Scavenger receptor expressed by endothelial cells 1 protein) (SREC-I),Scarf1 Kiaa0149 Srec,820,cell adhesion [GO:0007155]; dendrite development [GO:0016358]; neuron remodeling [GO:0016322]; positive regulation of axon regeneration [GO:0048680]; positive regulation of neuron projection development [GO:0010976]; receptor-mediated endocytosis [GO:0006898],GO:0005044; GO:0005886; GO:0006898; GO:0007155; GO:0010976; GO:0016021; GO:0016322; GO:0016358; GO:0030169; GO:0048680,,,,PF00053;,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; low-density lipoprotein particle binding [GO:0030169]; scavenger receptor activity [GO:0005044]; cell adhesion [GO:0007155]; dendrite development [GO:0016358]; neuron remodeling [GO:0016322]; positive regulation of axon regeneration [GO:0048680]; positive regulation of neuron projection development [GO:0010976]; receptor-mediated endocytosis [GO:0006898]
Q9UM13,CHOYP_LOC100642984.1.1|m.28915,0,0,0,0,0,0,0,0,4.00E-80,Anaphase-promoting complex subunit 10 (APC10) (Cyclosome subunit 10),ANAPC10 APC10,185,anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; mitotic nuclear division [GO:0007067]; negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051436]; positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition [GO:0051437]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K11-linked ubiquitination [GO:0070979]; protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051439],GO:0005654; GO:0005680; GO:0005829; GO:0007067; GO:0030071; GO:0031145; GO:0042787; GO:0043161; GO:0051301; GO:0051436; GO:0051437; GO:0051439; GO:0070979,PATHWAY: Protein modification; protein ubiquitination.,,,PF03256;,anaphase-promoting complex [GO:0005680]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; mitotic nuclear division [GO:0007067]; negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051436]; positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition [GO:0051437]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K11-linked ubiquitination [GO:0070979]; protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle [GO:0051439]
Q5E9P6,CHOYP_LOC100699837.1.1|m.54956,0,0,0,0,0,0,0,0,7.00E-76,Seipin (Bernardinelli-Seip congenital lipodystrophy type 2 protein homolog),BSCL2,394,fat cell differentiation [GO:0045444]; lipid catabolic process [GO:0016042]; lipid particle organization [GO:0034389]; lipid storage [GO:0019915]; negative regulation of lipid catabolic process [GO:0050995],GO:0016042; GO:0019915; GO:0030176; GO:0034389; GO:0045444; GO:0050995,,,,PF06775;,integral component of endoplasmic reticulum membrane [GO:0030176]; fat cell differentiation [GO:0045444]; lipid catabolic process [GO:0016042]; lipid particle organization [GO:0034389]; lipid storage [GO:0019915]; negative regulation of lipid catabolic process [GO:0050995]
Q3U2J5,CHOYP_LOC100892187.1.1|m.12761,0,0,0,0,0,0,0,0,8.00E-87,Calmodulin-lysine N-methyltransferase (CLNMT) (CaM KMT) (EC 2.1.1.60),Camkmt Clnmt,323,mitochondrion organization [GO:0007005]; peptidyl-lysine methylation [GO:0018022],GO:0005634; GO:0005794; GO:0007005; GO:0018022; GO:0018025,,,,PF10294;,Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; calmodulin-lysine N-methyltransferase activity [GO:0018025]; mitochondrion organization [GO:0007005]; peptidyl-lysine methylation [GO:0018022]
A2AVA0,CHOYP_LOC100906063.3.3|m.63970,0,0,0,0,0,0,0,0,3.00E-14,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)",Svep1,3567,cell adhesion [GO:0007155],GO:0003682; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007155; GO:0016020,,,cd00033;cd00152;,PF00008;PF07645;PF07699;PF12661;PF02494;PF00354;PF00084;PF00092;,cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; chromatin binding [GO:0003682]; cell adhesion [GO:0007155]
Q96JQ0,CHOYP_LOC101157079.2.2|m.7067,0,0,0,0,0,0,0,0,6.00E-99,Protocadherin-16 (Cadherin-19) (Cadherin-25) (Fibroblast cadherin-1) (Protein dachsous homolog 1),DCHS1 CDH19 CDH25 FIB1 KIAA1773 PCDH16,3298,branching involved in ureteric bud morphogenesis [GO:0001658]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell migration involved in endocardial cushion formation [GO:0003273]; cochlea development [GO:0090102]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; mitral valve formation [GO:0003192]; neural tube development [GO:0021915]; neurogenesis [GO:0022008]; ossification involved in bone maturation [GO:0043931]; pattern specification process [GO:0007389]; post-anal tail morphogenesis [GO:0036342]; protein localization to plasma membrane [GO:0072659],GO:0001658; GO:0003192; GO:0003273; GO:0005509; GO:0005622; GO:0005886; GO:0007156; GO:0007157; GO:0007389; GO:0016020; GO:0016021; GO:0016339; GO:0021915; GO:0022008; GO:0035329; GO:0036342; GO:0043931; GO:0045177; GO:0048565; GO:0072137; GO:0072659; GO:0090102,,,,PF00028;,apical part of cell [GO:0045177]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; membrane [GO:0016020]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell migration involved in endocardial cushion formation [GO:0003273]; cochlea development [GO:0090102]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; mitral valve formation [GO:0003192]; neural tube development [GO:0021915]; neurogenesis [GO:0022008]; ossification involved in bone maturation [GO:0043931]; pattern specification process [GO:0007389]; post-anal tail morphogenesis [GO:0036342]; protein localization to plasma membrane [GO:0072659]
Q9UA35,CHOYP_LOC574602.1.1|m.44079,0.5,0,0,0,0,0,0,0,1.00E-132,Solute carrier family 28 member 3 (Concentrative Na(+)-nucleoside cotransporter 3) (hfCNT),SLC28A3 CNT3,683,,GO:0005337; GO:0005887,,,,PF07670;PF07662;PF01773;,integral component of plasma membrane [GO:0005887]; nucleoside transmembrane transporter activity [GO:0005337]
Q6PDJ1,CHOYP_NEMVEDRAFT_V1G238894.7.11|m.61041,0,0,0,0,0,0,0,0,5.00E-90,VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1),Cachd1 Kiaa1573 Vwcd1,1288,calcium ion transport [GO:0006816],GO:0006816; GO:0016021,,,,PF00092;PF08399;,integral component of membrane [GO:0016021]; calcium ion transport [GO:0006816]
P74148,CHOYP_NEMVEDRAFT_V1G242153.1.4|m.7718,0,0,0,0,0,0,0,0,7.00E-11,Universal stress protein Sll1388 (USP Sll1388),sll1388,154,response to stress [GO:0006950],GO:0006950,,,,PF00582;,response to stress [GO:0006950]
Q9BKZ9,CHOYP_PHUM_PHUM122670.1.1|m.38346,0,0,0,0,0,0,0,0,3.00E-112,Protein Fe65 homolog,feh-1 Y54F10AM.2,665,"embryo development ending in birth or egg hatching [GO:0009792]; feeding behavior [GO:0007631]; nematode larval development [GO:0002119]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]",GO:0001540; GO:0002119; GO:0005634; GO:0005737; GO:0005856; GO:0006351; GO:0006355; GO:0007631; GO:0008134; GO:0009792,,,,PF00640;,"cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]; beta-amyloid binding [GO:0001540]; transcription factor binding [GO:0008134]; embryo development ending in birth or egg hatching [GO:0009792]; feeding behavior [GO:0007631]; nematode larval development [GO:0002119]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"
Q96C23,CHOYP_RHOM172_0471.1.1|m.60636,0,0,0,0,0,0,0,0,1.00E-75,Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase),GALM BLOCK25,342,galactose catabolic process via UDP-galactose [GO:0033499]; galactose metabolic process [GO:0006012]; glucose metabolic process [GO:0006006],GO:0004034; GO:0005737; GO:0006006; GO:0006012; GO:0030246; GO:0033499; GO:0070062,PATHWAY: Carbohydrate metabolism; hexose metabolism.,,,PF01263;,cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]; galactose catabolic process via UDP-galactose [GO:0033499]; galactose metabolic process [GO:0006012]; glucose metabolic process [GO:0006006]
E1BJS7,CHOYP_ZF_BBOX_RING_-1.3.10|m.29555,0,0,0,0,0,0,0,0,3.00E-10,E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71),TRIM71 LIN41,868,3'-UTR-mediated mRNA destabilization [GO:0061158]; fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA mediated inhibition of translation [GO:0035278]; miRNA metabolic process [GO:0010586]; neural tube closure [GO:0001843]; neural tube development [GO:0021915]; positive regulation of gene silencing by miRNA [GO:2000637]; protein autoubiquitination [GO:0051865]; regulation of gene silencing by miRNA [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089],GO:0000082; GO:0000932; GO:0001843; GO:0004842; GO:0008270; GO:0008543; GO:0010586; GO:0021915; GO:0030371; GO:0035198; GO:0035278; GO:0051865; GO:0060964; GO:0061158; GO:0061630; GO:0072089; GO:2000177; GO:2000637,PATHWAY: Protein modification; protein ubiquitination.,,,PF00630;PF01436;PF00643;,P-body [GO:0000932]; miRNA binding [GO:0035198]; translation repressor activity [GO:0030371]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA mediated inhibition of translation [GO:0035278]; miRNA metabolic process [GO:0010586]; neural tube closure [GO:0001843]; neural tube development [GO:0021915]; positive regulation of gene silencing by miRNA [GO:2000637]; protein autoubiquitination [GO:0051865]; regulation of gene silencing by miRNA [GO:0060964]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]
Q5JWF8,CHOYP_ACT3.1.3|m.23292,0,0,0,0,0,0,0,0,5.00E-48,Actin-like protein 10,ACTL10 C20orf134,245,,,,,,PF00022;,
Q3UWM4,CHOYP_BRAFLDRAFT_119367.1.1|m.59963,0,0,0,0,0,0,0,0,0,Lysine-specific demethylase 7A (EC 1.14.11.-) (JmjC domain-containing histone demethylation protein 1D) (Lysine-specific demethylase 7),Kdm7a Jhdm1d Kdm7 Kiaa1718,940,"histone H3-K27 demethylation [GO:0071557]; histone H3-K36 demethylation [GO:0070544]; histone H3-K9 demethylation [GO:0033169]; histone H4-K20 demethylation [GO:0035574]; midbrain development [GO:0030901]; positive regulation of transcription, DNA-templated [GO:0045893]; transcription, DNA-templated [GO:0006351]",GO:0005506; GO:0005654; GO:0005730; GO:0006351; GO:0008270; GO:0016706; GO:0030901; GO:0032454; GO:0033169; GO:0035064; GO:0035574; GO:0035575; GO:0045893; GO:0051864; GO:0070544; GO:0071557; GO:0071558,,,,PF02373;PF00628;,"nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; histone demethylase activity (H3-K27 specific) [GO:0071558]; histone demethylase activity (H3-K36 specific) [GO:0051864]; histone demethylase activity (H3-K9 specific) [GO:0032454]; histone demethylase activity (H4-K20 specific) [GO:0035575]; iron ion binding [GO:0005506]; methylated histone binding [GO:0035064]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors [GO:0016706]; zinc ion binding [GO:0008270]; histone H3-K27 demethylation [GO:0071557]; histone H3-K36 demethylation [GO:0070544]; histone H3-K9 demethylation [GO:0033169]; histone H4-K20 demethylation [GO:0035574]; midbrain development [GO:0030901]; positive regulation of transcription, DNA-templated [GO:0045893]; transcription, DNA-templated [GO:0006351]"
Q6NT55,CHOYP_BRAFLDRAFT_225290.1.1|m.5737,0,0,0,0,0,0,0,0,5.00E-125,Cytochrome P450 4F22 (EC 1.14.14.-),CYP4F22,531,icosanoid metabolic process [GO:0006690],GO:0004497; GO:0005506; GO:0005789; GO:0006690; GO:0016705; GO:0020037; GO:0031090,,,,PF00067;,"endoplasmic reticulum membrane [GO:0005789]; organelle membrane [GO:0031090]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; icosanoid metabolic process [GO:0006690]"
Q6NT55,CHOYP_BRAFLDRAFT_61250.5.14|m.37733,0,0,0,0,0,0,0,0,3.00E-129,Cytochrome P450 4F22 (EC 1.14.14.-),CYP4F22,531,icosanoid metabolic process [GO:0006690],GO:0004497; GO:0005506; GO:0005789; GO:0006690; GO:0016705; GO:0020037; GO:0031090,,,,PF00067;,"endoplasmic reticulum membrane [GO:0005789]; organelle membrane [GO:0031090]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; icosanoid metabolic process [GO:0006690]"
Q8NCX0,CHOYP_CCDC150.1.1|m.58800,0,0,0,0,0,0,0,0,7.00E-68,Coiled-coil domain-containing protein 150,CCDC150,1101,,,,,,,
P19133,CHOYP_FRIS.10.11|m.66055,0,0,0,0,0,0,0,0,2.00E-17,Ferritin light chain (Ferritin L subunit) (Fragment),FTL,78,intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826],GO:0005506; GO:0005737; GO:0006826; GO:0006880; GO:0008043; GO:0008199,,,,PF00210;,cytoplasm [GO:0005737]; intracellular ferritin complex [GO:0008043]; ferric iron binding [GO:0008199]; iron ion binding [GO:0005506]; intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826]
Q6DCG4,CHOYP_LOC100370684.1.2|m.61027,0,0,0,0,0,0,0,0,4.00E-143,Ammonium transporter Rh type B-B (Rhesus blood group family type B glycoprotein B) (Rh family type B glycoprotein B) (Rh type B glycoprotein B),rhbg-b,460,,GO:0008519; GO:0016021; GO:0016323; GO:0030659,,,,PF00909;,basolateral plasma membrane [GO:0016323]; cytoplasmic vesicle membrane [GO:0030659]; integral component of membrane [GO:0016021]; ammonium transmembrane transporter activity [GO:0008519]
Q5ZJH7,CHOYP_LOC100372380.1.1|m.51206,0,0,0,0,0,0,0,0,8.00E-62,Protein CNPPD1,CNPPD1 RCJMB04_3a20,439,regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079],GO:0000079; GO:0016021,,,,PF08613;,integral component of membrane [GO:0016021]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]
Q6AXK4,CHOYP_LOC100373186.1.1|m.58981,1,0,0,0,0,0,0,0,4.00E-55,BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex),babam1 merit40 nba1 Zgc:100909,370,cell division [GO:0051301]; covalent chromatin modification [GO:0016569]; double-strand break repair [GO:0006302]; G2 DNA damage checkpoint [GO:0031572]; mitotic nuclear division [GO:0007067]; positive regulation of DNA repair [GO:0045739]; protein K63-linked deubiquitination [GO:0070536]; response to ionizing radiation [GO:0010212],GO:0005634; GO:0005737; GO:0006302; GO:0007067; GO:0010212; GO:0016569; GO:0031572; GO:0045739; GO:0051301; GO:0070531; GO:0070536; GO:0070552,,,,,BRCA1-A complex [GO:0070531]; BRISC complex [GO:0070552]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; cell division [GO:0051301]; covalent chromatin modification [GO:0016569]; double-strand break repair [GO:0006302]; G2 DNA damage checkpoint [GO:0031572]; mitotic nuclear division [GO:0007067]; positive regulation of DNA repair [GO:0045739]; protein K63-linked deubiquitination [GO:0070536]; response to ionizing radiation [GO:0010212]
Q8N157,CHOYP_LOC100373327.2.13|m.16978,0,0,0,0,0,0,0,0,0,Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1),AHI1,1196,cellular protein localization [GO:0034613]; central nervous system development [GO:0007417]; ciliary basal body docking [GO:0097711]; cilium assembly [GO:0060271]; cloaca development [GO:0035844]; heart looping [GO:0001947]; hindbrain development [GO:0030902]; Kupffer's vesicle development [GO:0070121]; left/right axis specification [GO:0070986]; morphogenesis of a polarized epithelium [GO:0001738]; negative regulation of apoptotic process [GO:0043066]; otic vesicle development [GO:0071599]; photoreceptor cell outer segment organization [GO:0035845]; positive regulation of polarized epithelial cell differentiation [GO:0030862]; positive regulation of receptor internalization [GO:0002092]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; pronephric duct morphogenesis [GO:0039023]; pronephric nephron tubule morphogenesis [GO:0039008]; regulation of behavior [GO:0050795]; retina layer formation [GO:0010842]; specification of axis polarity [GO:0065001]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; vesicle-mediated transport [GO:0016192],GO:0001738; GO:0001947; GO:0002092; GO:0005813; GO:0005814; GO:0005829; GO:0005911; GO:0005912; GO:0005929; GO:0007169; GO:0007417; GO:0010842; GO:0016192; GO:0030862; GO:0030902; GO:0034613; GO:0035844; GO:0035845; GO:0036038; GO:0036064; GO:0039008; GO:0039023; GO:0042802; GO:0043066; GO:0045944; GO:0050795; GO:0060271; GO:0065001; GO:0070121; GO:0070986; GO:0071599; GO:0097711; GO:0097730,,,,PF00018;PF00400;,adherens junction [GO:0005912]; cell-cell junction [GO:0005911]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytosol [GO:0005829]; MKS complex [GO:0036038]; non-motile cilium [GO:0097730]; identical protein binding [GO:0042802]; cellular protein localization [GO:0034613]; central nervous system development [GO:0007417]; ciliary basal body docking [GO:0097711]; cilium assembly [GO:0060271]; cloaca development [GO:0035844]; heart looping [GO:0001947]; hindbrain development [GO:0030902]; Kupffer's vesicle development [GO:0070121]; left/right axis specification [GO:0070986]; morphogenesis of a polarized epithelium [GO:0001738]; negative regulation of apoptotic process [GO:0043066]; otic vesicle development [GO:0071599]; photoreceptor cell outer segment organization [GO:0035845]; positive regulation of polarized epithelial cell differentiation [GO:0030862]; positive regulation of receptor internalization [GO:0002092]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; pronephric duct morphogenesis [GO:0039023]; pronephric nephron tubule morphogenesis [GO:0039008]; regulation of behavior [GO:0050795]; retina layer formation [GO:0010842]; specification of axis polarity [GO:0065001]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; vesicle-mediated transport [GO:0016192]
Q8K2C9,CHOYP_LOC100376136.1.1|m.4906,0,0,0,0,0,0,0,0,4.00E-78,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 3) (HACD3) (Butyrate-induced protein 1) (B-ind1) (Protein-tyrosine phosphatase-like A domain-containing protein 1),Hacd3 Ptplad1,362,fatty acid elongation [GO:0030497]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; JNK cascade [GO:0007254]; positive regulation by virus of viral protein levels in host cell [GO:0046726]; positive regulation of viral genome replication [GO:0045070]; Rho protein signal transduction [GO:0007266]; very long-chain fatty acid biosynthetic process [GO:0042761],GO:0005739; GO:0005783; GO:0005789; GO:0005829; GO:0005925; GO:0007249; GO:0007254; GO:0007266; GO:0016021; GO:0018812; GO:0019899; GO:0030497; GO:0031965; GO:0042761; GO:0045070; GO:0046726; GO:0102344; GO:0102345,PATHWAY: Lipid metabolism; fatty acid biosynthesis. {ECO:0000250|UniProtKB:Q9P035}.,,,PF04387;,cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; 3-hydroxy-behenoyl-CoA dehydratase activity [GO:0102344]; 3-hydroxy-lignoceroyl-CoA dehydratase activity [GO:0102345]; 3-hydroxyacyl-CoA dehydratase activity [GO:0018812]; enzyme binding [GO:0019899]; fatty acid elongation [GO:0030497]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; JNK cascade [GO:0007254]; positive regulation by virus of viral protein levels in host cell [GO:0046726]; positive regulation of viral genome replication [GO:0045070]; Rho protein signal transduction [GO:0007266]; very long-chain fatty acid biosynthetic process [GO:0042761]
P22897,CHOYP_LOC100378295.1.4|m.3278,0,0,0,0,0,0,0,0,3.00E-167,Macrophage mannose receptor 1 (MMR) (C-type lectin domain family 13 member D) (C-type lectin domain family 13 member D-like) (Human mannose receptor) (hMR) (Macrophage mannose receptor 1-like protein 1) (CD antigen CD206),MRC1 CLEC13D CLEC13DL MRC1L1,1456,cellular response to interferon-gamma [GO:0071346]; cellular response to interleukin-4 [GO:0071353]; cellular response to lipopolysaccharide [GO:0071222]; receptor-mediated endocytosis [GO:0006898],GO:0001618; GO:0004872; GO:0004888; GO:0005537; GO:0005886; GO:0005887; GO:0006898; GO:0009986; GO:0010008; GO:0071222; GO:0071346; GO:0071353,,,cd00062;,PF00040;PF00059;PF00652;,cell surface [GO:0009986]; endosome membrane [GO:0010008]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; mannose binding [GO:0005537]; receptor activity [GO:0004872]; transmembrane signaling receptor activity [GO:0004888]; virus receptor activity [GO:0001618]; cellular response to interferon-gamma [GO:0071346]; cellular response to interleukin-4 [GO:0071353]; cellular response to lipopolysaccharide [GO:0071222]; receptor-mediated endocytosis [GO:0006898]
Q6NT55,CHOYP_LOC100379072.1.1|m.43496,0,0,0,0,0,0,0,0,1.00E-128,Cytochrome P450 4F22 (EC 1.14.14.-),CYP4F22,531,icosanoid metabolic process [GO:0006690],GO:0004497; GO:0005506; GO:0005789; GO:0006690; GO:0016705; GO:0020037; GO:0031090,,,,PF00067;,"endoplasmic reticulum membrane [GO:0005789]; organelle membrane [GO:0031090]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; icosanoid metabolic process [GO:0006690]"
